park_id,dimensions_x,dimensions_y,batter_left_x,batter_left_y,batter_right_x,batter_right_y,bases_x0,bases_x1,bases_x2,bases_y0,bases_y1,bases_y2,positions_x0,positions_x1,positions_x2,positions_x3,positions_x4,positions_x5,positions_x6,positions_x7,positions_x8,positions_x9,positions_y0,positions_y1,positions_y2,positions_y3,positions_y4,positions_y5,positions_y6,positions_y7,positions_y8,positions_y9,avg,avg_l,avg_r,d,t,hr,hr_r,hr_l,temperature0,temperature1,temperature2,temperature3,temperature4,temperature5,temperature6,temperature7,temperature8,temperature9,temperature10,temperature11,rain0,rain1,rain2,rain3,rain4,rain5,rain6,rain7,rain8,rain9,rain10,rain11,wind,wind_direction,distances0,distances1,distances2,distances3,distances4,distances5,distances6,wall_heights0,wall_heights1,wall_heights2,wall_heights3,wall_heights4,wall_heights5,wall_heights6,name,picture,picture_night,nation_id,capacity,type,foul_ground,turf,gender,relative_path_3d_model,file_name_3d_model,home_team_dugout_is_at_first_base
499,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9255,0.9450,0.9150,0.8000,0.7000,1.0750,1.0750,1.0750,32,35,44,56,65,73,79,80,71,59,47,36,8,8,8,9,9,10,13,13,9,7,8,7,10,6,308,336,356,415,353,322,307,9,9,9,9,9,9,9,"Twisters Ballpark","default_grass.jpg","default_grass.jpg",0,10500,0,0,0,0,"","",1
500,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9902,1.0000,0.9850,0.9980,0.9900,1.0057,0.9550,1.1000,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,3,341,367,405,425,388,350,326,18,18,14,10,10,7,7,"Jim Perry Stadium","default_grass.jpg","default_grass.jpg",0,1000,0,0,0,0,"","",1
501,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0595,0.9100,1.1400,1.0180,1.0200,1.0565,1.1300,0.9200,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,5,340,360,390,401,385,357,340,6,6,9,9,13,17,17,"Ballpark of Wild Horses","default_grass.jpg","default_grass.jpg",0,3808,0,0,0,0,"","",1
502,0,0,352,354,150,349,443,225,67,309,239,292,0,245,266,420,333,46,151,51,240,434,0,298,411,268,210,256,200,147,114,168,0.9865,0.9800,0.9900,1.0500,0.9400,1.1800,1.1800,1.1800,30,34,44,54,64,72,76,75,67,56,45,35,4,4,4,4,4,4,3,3,3,3,4,4,9,2,328,366,379,404,370,366,325,12,12,12,8,8,8,8,"Great American Ball Park","great_american_ball_park_d.webp","great_american_ball_park_n.webp",0,42319,0,0,0,0,"./great_american_ball_park/","great_american_ball_park.pod",1
503,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9800,1.0450,0.9450,1.0240,1.0500,0.8970,0.8550,0.9750,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,7,320,350,380,400,380,350,320,8,8,8,8,8,8,8,"Frank E. Sollecito, Jr. Ballpark","default_grass.jpg","default_grass.jpg",0,2500,0,0,0,0,"","",1
504,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9380,0.9250,0.9450,0.7500,0.7400,1.0810,1.0950,1.0550,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,7,314,335,352,410,350,324,300,10,10,10,10,10,10,10,"Balsitis Park","default_grass.jpg","default_grass.jpg",0,1000,0,0,0,0,"","",1
505,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0735,0.9500,1.1400,0.9580,1.0300,1.0470,1.1100,0.9300,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,3,326,349,392,421,400,362,324,9,9,9,9,13,17,17,"Ballpark of Japan","default_grass.jpg","default_grass.jpg",0,48300,0,0,0,0,"","",1
506,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0820,0.9650,1.1450,1.2140,1.3300,1.0410,1.1250,0.8850,75,75,75,75,75,75,75,75,75,75,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,358,405,426,409,378,336,7,7,7,7,7,15,15,"Australia Grounds","default_turf.jpg","default_turf.jpg",0,39300,1,0,1,0,"","",1
507,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0310,0.9400,1.0800,1.0180,0.9600,0.9970,1.0600,0.8800,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,2,323,352,396,428,398,368,327,7,7,10,15,14,18,18," Ballpark","default_grass.jpg","default_grass.jpg",0,48600,2,0,0,0,"","",1
508,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9750,0.9750,0.9750,1.0240,1.0800,0.8985,0.8950,0.9050,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,4,335,374,423,439,419,374,333,10,10,10,15,10,10,10," Ballpark","default_grass.jpg","default_grass.jpg",0,53100,0,0,0,0,"","",1
509,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0055,0.8950,1.0650,0.8820,0.9100,1.0220,1.0850,0.9050,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,7,311,337,382,423,389,361,319,9,9,9,15,9,17,17," Ballpark","default_grass.jpg","default_grass.jpg",0,53400,2,0,0,0,"","",1
510,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0065,1.0000,1.0100,0.9880,0.9500,0.9940,0.9800,1.0200,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,8,327,358,399,427,391,356,327,7,7,7,7,7,7,7," Ballpark","default_grass.jpg","default_grass.jpg",0,43800,0,0,0,0,"","",1
511,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9750,0.9750,0.9750,0.9750,0.9750,1.0050,1.0050,1.0050,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,2,335,353,383,400,375,348,320,8,8,8,8,8,8,8,"The Depot at Cleburne Station","default_grass.jpg","default_grass.jpg",0,3127,0,0,0,0,"","",1
512,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0210,1.1250,0.9650,0.8920,0.9200,1.0850,1.0150,1.2150,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,1,333,357,386,414,365,338,319,15,15,7,7,7,7,7," Ballpark","default_grass.jpg","default_grass.jpg",0,34800,2,0,0,0,"","",1
513,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0145,1.1250,0.9550,1.0320,1.1100,1.0875,1.0350,1.1850,75,75,75,75,75,75,75,75,75,75,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,351,388,422,365,336,316,14,14,10,6,6,6,6,"Ballpark of The United States","default_turf.jpg","default_turf.jpg",0,39600,1,0,1,0,"","",1
514,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9835,0.9900,0.9800,1.1880,1.2700,1.0135,1.0100,1.0200,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,5,333,364,401,423,400,352,329,7,7,7,7,7,7,7," Ballpark","default_turf.jpg","default_turf.jpg",0,44400,0,0,1,0,"","",1
515,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0265,1.0200,1.0300,1.0380,0.9900,0.9865,0.9900,0.9800,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,4,335,365,397,429,399,361,328,9,9,9,14,9,9,9,"Ballpark of Colombia","default_grass.jpg","default_grass.jpg",0,39900,0,0,0,0,"","",1
516,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9950,0.9950,0.9950,1.0340,1.0600,0.9415,0.9450,0.9350,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,4,339,375,424,434,414,374,328,9,9,9,9,9,9,9,"Dominican Republic Grounds","default_grass.jpg","default_grass.jpg",0,44400,2,0,0,0,"","",1
517,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9695,1.0150,0.9450,1.0240,1.1000,0.9400,0.9050,1.0050,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,5,349,391,431,437,405,364,337,17,17,13,9,8,6,6,"Mexico Grounds","default_grass.jpg","default_grass.jpg",0,39300,0,0,0,0,"","",1
518,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0250,1.0250,1.0250,1.2340,1.3000,0.9615,0.9650,0.9550,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,5,338,369,419,436,412,370,337,9,9,9,9,9,9,9," Stadium","default_turf.jpg","default_turf.jpg",0,52800,0,0,1,0,"","",1
519,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9970,1.0100,0.9900,0.9780,0.9900,1.0065,1.0100,1.0000,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,4,332,366,399,422,391,352,328,9,9,9,9,9,9,9," Ballpark","default_grass.jpg","default_grass.jpg",0,34800,2,0,0,0,"","",1
520,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0135,1.0200,1.0100,1.0380,1.0200,1.0030,1.0100,0.9900,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,8,328,360,396,429,392,352,322,10,10,10,10,10,10,10,"Ballpark of Venezuela","default_grass.jpg","default_grass.jpg",0,48600,0,0,0,0,"","",1
521,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9850,0.9850,0.9850,0.9520,0.8700,1.0185,1.0150,1.0250,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,2,319,350,390,418,379,350,315,7,7,7,12,7,7,7,"Goths Stadium","default_grass.jpg","default_grass.jpg",0,10500,0,0,0,0,"","",1
522,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9320,0.9450,0.9250,0.7900,0.7400,1.0780,1.0850,1.0650,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,2,308,327,358,410,352,325,306,9,9,9,9,9,9,9,"Goodyear Ballpark","default_grass.jpg","default_grass.jpg",0,10311,0,0,0,0,"","",1
523,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9745,1.0850,0.9150,0.8000,0.7100,1.1075,1.0550,1.2050,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,6,320,341,360,404,339,309,308,17,17,13,14,9,9,9,"Tochigi Ballpark","default_grass.jpg","default_grass.jpg",0,2600,0,0,0,0,"","",1
524,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9990,0.8950,1.0550,0.9720,0.8500,1.0265,1.0650,0.9550,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,6,316,344,380,419,389,355,322,7,7,7,7,11,15,15,"Badgers Stadium","default_grass.jpg","default_grass.jpg",0,2600,0,0,0,0,"","",1
525,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9250,0.9250,0.9250,0.8200,0.6500,1.0550,1.0550,1.0550,32,34,41,50,60,69,75,74,67,57,47,37,3,3,4,4,4,3,3,3,3,3,3,3,12,7,312,330,352,407,354,328,302,7,7,7,11,7,7,7,"Superstars Ballpark","default_grass.jpg","default_grass.jpg",0,3200,0,0,0,0,"","",1
526,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9988,1.0800,0.9550,0.9980,0.9700,1.0082,0.9750,1.0700,57,58,58,61,63,66,69,71,70,67,62,58,2,3,3,1,0,0,0,0,0,1,1,2,8,4,338,367,407,424,384,347,321,17,17,9,9,9,9,9,"T-Bones Ballpark","default_grass.jpg","default_grass.jpg",0,2600,0,0,0,0,"","",1
527,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0450,1.0450,1.0450,0.9420,0.8600,1.0885,1.0850,1.0950,70,70,70,70,70,70,70,70,70,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,5,328,347,380,419,375,348,317,10,10,10,10,10,10,10,"Spring Ballpark","default_grass.jpg","default_grass.jpg",0,5000,0,0,0,0,"","",1
528,0,0,337,355,140,355,432,224,75,306,251,300,0,263,266,422,333,36,149,69,258,449,0,308,411,264,213,262,214,146,119,156,0.9860,0.9860,0.9860,1.0000,1.0000,0.9860,0.9860,0.9860,43,47,54,62,70,77,80,79,73,63,53,45,3,3,4,3,3,3,3,4,3,2,3,3,9,8,335,360,385,400,375,360,325,6,9,9,9,9,16,16,"SunTrust Park","suntrust_park_d.webp","suntrust_park_n.webp",0,41149,0,0,0,0,"","",1
529,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.8850,0.8850,0.8850,0.8000,0.6800,1.0245,1.0350,1.0050,52,55,59,66,75,84,87,85,81,71,59,52,2,2,2,1,1,1,1,3,2,1,1,2,8,6,310,339,365,412,353,329,308,9,9,9,9,9,9,9,"Padres2 Ballpark","default_grass.jpg","default_grass.jpg",0,7900,0,0,0,0,"","",1
530,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9900,0.9900,0.9900,0.9780,1.0400,0.9940,0.9800,1.0200,57,58,58,61,63,66,69,71,70,67,62,58,2,3,3,1,0,0,0,0,0,1,1,2,8,3,334,362,402,423,394,361,327,10,10,10,10,10,10,10,"Griffith Park","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
531,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0034,0.9959,1.0074,1.0803,1.1178,0.9992,0.9788,1.0373,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,3,324,348,398,415,384,340,316,9,9,9,9,9,9,9,"Judges Ballpark","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
532,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9794,0.9837,0.9771,1.0083,1.0323,1.0733,1.0957,1.0318,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,7,309,337,379,414,388,344,321,9,9,9,9,9,17,17,"Bruins Ballpark","default_turf.jpg","default_turf.jpg",0,400,0,0,1,0,"","",1
533,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9807,0.9763,0.9831,0.9973,1.0278,1.0751,1.0583,1.1063,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,2,319,343,388,412,380,334,313,9,9,9,9,9,9,9,"Frozen Ropes Stadium","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
534,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9602,0.9576,0.9616,0.9073,0.9263,1.1453,1.1313,1.1713,73,73,74,76,77,80,81,82,82,80,78,75,3,3,3,3,3,3,2,3,3,3,3,3,11,1,311,340,381,409,373,331,309,9,9,9,9,9,9,9,"Wild Riders Ballpark","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
535,0,0,331,377,134,379,429,229,89,329,267,325,0,261,238,411,341,50,156,52,249,440,0,339,429,293,241,283,231,183,185,198,0.9800,0.9800,0.9800,0.9930,0.9500,0.8625,0.8100,0.9600,30,35,46,57,67,76,80,78,70,58,45,34,3,3,4,4,3,3,3,3,3,3,3,3,10,6,336,355,375,400,375,355,335,8,8,8,8,8,8,8,"Busch Stadium","busch_stadium_d.webp","busch_stadium_n.webp",0,46861,0,0,0,0,"./busch_stadium/","busch_stadium.pod",1
536,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9862,0.9812,0.9889,1.0103,1.0428,1.0610,1.0448,1.0913,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,4,318,342,392,415,380,336,312,9,9,9,9,9,9,9,"Spirit Ballpark","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
537,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9794,0.9744,0.9821,0.9978,1.0263,1.0695,1.0548,1.0968,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,3,319,343,388,410,378,336,315,9,9,9,14,9,9,9,"Deputies Ballpark","default_grass.jpg","default_grass.jpg",0,200,0,0,0,0,"","",1
538,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0537,1.0408,1.0606,1.2623,1.3193,0.8361,0.8118,0.8813,39,44,47,52,58,66,73,73,66,55,44,38,5,4,4,3,3,2,2,1,2,3,4,5,5,6,328,358,421,426,396,349,324,9,9,9,9,9,9,9,"Lions Ballpark","default_grass.jpg","default_grass.jpg",0,400,0,0,0,0,"","",1
539,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9850,0.9768,0.9894,1.0058,1.0353,1.0541,1.0303,1.0983,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,7,317,346,395,412,376,334,313,9,9,9,14,9,9,9,"Makos Ballpark","default_grass.jpg","default_grass.jpg",0,400,0,0,0,0,"","",1
540,0,0,337,366,140,367,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,423,278,226,268,217,167,153,191,1.0205,1.0400,1.0100,1.0200,1.3500,0.9835,1.0500,0.8600,22,27,37,48,59,68,73,72,64,52,39,27,3,3,4,4,3,3,3,3,3,3,4,3,10,6,355,357,363,400,381,363,353,16,16,11,11,11,16,16,"Wrigley Field","wrigley_field_d.webp","wrigley_field_n.webp",0,41072,0,0,0,0,"./wrigley_field/","wrigley_field.pod",0
541,0,0,329,355,132,355,443,224,78,301,246,292,0,255,258,419,337,49,150,32,243,433,0,305,411,261,209,255,208,147,119,153,0.9465,0.9400,0.9500,0.8500,0.8600,0.9620,0.9900,0.9100,42,44,47,51,57,61,66,66,61,53,46,41,6,6,6,5,3,3,3,2,3,3,7,6,7,4,331,360,378,401,381,362,326,8,8,8,8,8,8,8,"T-Mobile Park","t-mobile_park_d.png","t-mobile_park_n.png",0,47116,2,0,0,0,"./t_mobile_park/","t_mobile_park.pod",1
542,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9827,0.9754,0.9867,1.0093,1.0413,1.0582,1.0360,1.0995,45,51,57,65,74,82,83,81,75,65,53,45,2,1,1,1,1,1,1,3,2,2,1,2,10,7,320,344,392,412,377,333,314,9,9,9,15,9,9,9,"Ballpark of El Paso HS","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
543,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0583,1.0474,1.0641,1.2658,1.3188,0.8167,0.7921,0.8626,58,59,60,63,65,67,71,73,72,68,62,58,3,3,3,2,1,0,0,0,0,1,2,2,7,5,326,361,418,432,398,350,321,10,10,10,10,10,10,10,"Field of the Diamond Cats","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
544,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9416,0.9387,0.9431,0.8443,0.8563,1.2027,1.1833,1.2388,37,41,50,59,67,75,79,78,71,60,49,41,3,4,4,4,3,3,3,3,3,3,3,3,8,5,312,338,375,402,367,326,306,9,9,9,9,9,9,9,"Defenders Ballpark","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
545,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9703,0.9633,0.9741,0.9698,0.9958,1.0997,1.0796,1.1371,13,20,32,47,59,68,73,71,61,49,33,19,3,3,3,3,4,4,4,3,3,3,3,3,11,2,320,339,388,410,371,333,313,10,10,10,10,10,10,10,"Speed Devils Ballpark","default_grass.jpg","default_grass.jpg",0,400,0,0,0,0,"","",1
546,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9569,0.9528,0.9592,0.9043,0.9233,1.1521,1.1318,1.1898,29,33,40,48,57,68,73,72,62,51,38,30,2,3,3,3,3,3,3,3,3,2,3,2,9,0,315,340,382,404,372,329,308,9,9,9,9,9,9,9,"Denver HS Grounds","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
547,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9827,0.9744,0.9871,1.0118,1.0418,1.0587,1.0346,1.1036,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,6,319,345,393,412,376,332,315,10,10,10,10,10,10,10,"Arrows Ballpark","default_turf.jpg","default_turf.jpg",0,300,0,0,1,0,"","",1
548,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9827,0.9758,0.9864,1.0028,1.0308,1.0613,1.0391,1.1026,50,54,60,67,74,80,82,81,78,68,59,52,3,3,3,3,3,4,3,4,3,2,3,3,8,5,317,345,392,413,377,333,313,10,10,10,10,10,10,10,"Wolves Ballpark","default_grass.jpg","default_grass.jpg",0,400,0,0,0,0,"","",1
549,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9873,0.9793,0.9916,1.0213,1.0563,1.0548,1.0328,1.0958,32,34,41,50,60,69,75,74,67,57,47,37,3,3,4,4,4,3,3,3,3,3,3,3,12,4,320,343,395,415,377,334,314,9,9,9,9,9,9,9,"Bay Hawks Ballpark","default_grass.jpg","default_grass.jpg",0,400,0,0,0,0,"","",1
550,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0065,0.9968,1.0116,1.0963,1.1383,0.9890,0.9658,1.0323,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,6,323,349,401,418,383,337,319,9,9,9,9,9,9,9,"Newport News HS Grounds","default_grass.jpg","default_grass.jpg",0,400,0,0,0,0,"","",1
551,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9387,0.9368,0.9396,0.8373,0.8548,1.2267,1.2160,1.2465,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,6,313,334,374,399,368,328,309,7,7,7,7,7,7,7,"Westerners Ballpark","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
552,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0075,0.9989,1.0121,1.0998,1.1363,0.9708,0.9451,1.0186,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,5,325,351,399,417,384,339,316,10,10,10,14,10,10,10,"Vancouver HS Fields","default_grass.jpg","default_grass.jpg",0,400,0,0,0,0,"","",1
553,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9999,0.9914,1.0044,1.0673,1.1048,1.0115,0.9893,1.0528,22,27,37,48,59,68,73,72,64,52,39,27,3,3,4,4,3,3,3,3,3,3,4,3,10,6,323,347,398,416,381,338,316,9,9,9,9,9,9,9,"Motors Ballpark","default_grass.jpg","default_grass.jpg",0,200,0,0,0,0,"","",1
554,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9429,0.9327,0.9484,0.8453,0.8533,1.1777,1.1153,1.2937,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,3,318,346,383,401,361,315,296,17,17,9,9,9,9,9,"Music Ballpark","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
555,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9497,0.9451,0.9521,0.8803,0.8973,1.1673,1.1483,1.2028,28,32,42,52,63,71,75,74,67,55,44,34,5,4,4,4,4,4,3,3,3,3,4,4,8,6,314,338,378,407,366,328,309,9,9,9,15,9,9,9,"Peregrines Ballpark","default_grass.jpg","default_grass.jpg",0,300,0,0,0,0,"","",1
